timestamp,board_id,channel,type,cpu_temp,raw_temp,corrected_temp
2025-04-29T16:18:46,1,2,K,62.25,26.5,-16.75
2025-04-29T16:18:48,1,1,K,61.7,39.7,-3.0
2025-04-29T16:18:48,1,2,K,61.7,26.5,-16.200000000000003
2025-04-29T16:18:51,1,1,K,61.7,38.9,-3.8000000000000043
2025-04-29T16:18:51,1,2,K,61.7,26.5,-16.200000000000003
2025-04-29T16:18:53,1,1,K,61.7,38.0,-4.700000000000003
2025-04-29T16:18:53,1,2,K,61.7,26.5,-16.200000000000003
2025-04-29T17:07:11,0,1,K,65.55,34.8,-5.75
2025-04-29T17:07:11,0,2,K,65.55,33.8,-6.75
2025-04-29T17:07:11,0,3,K,65.55,33.5,-7.049999999999997
2025-04-29T17:07:11,0,4,K,65.55,32.1,-8.449999999999996
2025-04-29T17:07:11,0,5,K,65.55,34.7,-5.849999999999994
2025-04-29T17:07:11,0,6,K,65.55,35.6,-4.949999999999996
2025-04-29T17:07:11,0,7,K,65.55,36.0,-4.549999999999997
2025-04-29T17:07:11,0,8,K,65.55,36.1,-4.449999999999996
2025-04-29T17:07:11,1,1,K,65.55,22.3,-18.249999999999996
2025-04-29T17:07:11,1,2,K,65.55,29.1,-11.449999999999996
2025-04-29T17:07:11,1,3,K,65.55,28.5,-12.049999999999997
2025-04-29T17:07:11,1,4,K,65.55,27.6,-12.949999999999996
2025-04-29T17:07:11,1,5,K,65.55,29.1,-11.449999999999996
2025-04-29T17:07:11,1,6,K,65.55,29.4,-11.149999999999999
2025-04-29T17:07:11,1,7,K,65.55,29.7,-10.849999999999998
2025-04-29T17:07:11,1,8,K,65.55,30.1,-10.449999999999996
2025-04-29T17:07:14,0,1,K,66.1,34.8,-6.299999999999997
2025-04-29T17:07:14,0,2,K,66.1,33.8,-7.299999999999997
2025-04-29T17:07:14,0,3,K,66.1,33.4,-7.699999999999996
2025-04-29T17:07:14,0,4,K,66.1,32.1,-8.999999999999993
2025-04-29T17:07:14,0,5,K,66.1,34.8,-6.299999999999997
2025-04-29T17:07:14,0,6,K,66.1,35.6,-5.499999999999993
2025-04-29T17:07:14,0,7,K,66.1,36.0,-5.099999999999994
2025-04-29T17:07:14,0,8,K,66.1,36.1,-4.999999999999993
2025-04-29T17:07:14,1,1,K,66.1,22.3,-18.799999999999994
2025-04-29T17:07:14,1,2,K,66.1,29.1,-11.999999999999993
2025-04-29T17:07:14,1,3,K,66.1,28.4,-12.699999999999996
2025-04-29T17:07:14,1,4,K,66.1,27.5,-13.599999999999994
2025-04-29T17:07:14,1,5,K,66.1,29.2,-11.899999999999995
2025-04-29T17:07:14,1,6,K,66.1,29.4,-11.699999999999996
2025-04-29T17:07:14,1,7,K,66.1,29.6,-11.499999999999993
2025-04-29T17:07:14,1,8,K,66.1,30.1,-10.999999999999993
2025-04-29T17:07:16,0,1,K,67.2,34.8,-7.400000000000006
2025-04-29T17:07:16,0,2,K,67.2,33.8,-8.400000000000006
2025-04-29T17:07:16,0,3,K,67.2,33.5,-8.700000000000003
2025-04-29T17:07:16,0,4,K,67.2,32.1,-10.100000000000001
2025-04-29T17:07:16,0,5,K,67.2,34.8,-7.400000000000006
2025-04-29T17:07:16,0,6,K,67.2,35.6,-6.600000000000001
2025-04-29T17:07:16,0,7,K,67.2,36.0,-6.200000000000003
2025-04-29T17:07:16,0,8,K,67.2,36.1,-6.100000000000001
2025-04-29T17:07:16,1,1,K,67.2,22.3,-19.900000000000002
2025-04-29T17:07:16,1,2,K,67.2,29.1,-13.100000000000001
2025-04-29T17:07:16,1,3,K,67.2,28.4,-13.800000000000004
2025-04-29T17:07:16,1,4,K,67.2,27.5,-14.700000000000003
2025-04-29T17:07:16,1,5,K,67.2,29.1,-13.100000000000001
2025-04-29T17:07:16,1,6,K,67.2,29.4,-12.800000000000004
2025-04-29T17:07:16,1,7,K,67.2,29.6,-12.600000000000001
2025-04-29T17:07:16,1,8,K,67.2,30.1,-12.100000000000001
2025-04-29T17:07:18,0,1,K,65.55,34.8,-5.75
2025-04-29T17:07:18,0,2,K,65.55,33.8,-6.75
2025-04-29T17:07:18,0,3,K,65.55,33.4,-7.149999999999999
2025-04-29T17:07:18,0,4,K,65.55,32.1,-8.449999999999996
2025-04-29T17:07:18,0,5,K,65.55,34.8,-5.75
2025-04-29T17:07:18,0,6,K,65.55,35.7,-4.849999999999994
2025-04-29T17:07:18,0,7,K,65.55,36.1,-4.449999999999996
2025-04-29T17:07:18,0,8,K,65.55,36.1,-4.449999999999996
2025-04-29T17:07:18,1,1,K,65.55,22.3,-18.249999999999996
2025-04-29T17:07:18,1,2,K,65.55,29.1,-11.449999999999996
2025-04-29T17:07:18,1,3,K,65.55,28.4,-12.149999999999999
2025-04-29T17:07:18,1,4,K,65.55,27.5,-13.049999999999997
2025-04-29T17:07:18,1,5,K,65.55,29.1,-11.449999999999996
2025-04-29T17:07:18,1,6,K,65.55,29.4,-11.149999999999999
2025-04-29T17:07:18,1,7,K,65.55,29.7,-10.849999999999998
2025-04-29T17:07:18,1,8,K,65.55,30.1,-10.449999999999996
2025-04-29T17:07:20,0,1,K,67.2,34.9,-7.300000000000004
2025-04-29T17:07:20,0,2,K,67.2,33.8,-8.400000000000006
2025-04-29T17:07:20,0,3,K,67.2,33.4,-8.800000000000004
2025-04-29T17:07:20,0,4,K,67.2,31.9,-10.300000000000004
2025-04-29T17:07:20,0,5,K,67.2,34.8,-7.400000000000006
2025-04-29T17:07:20,0,6,K,67.2,35.6,-6.600000000000001
2025-04-29T17:07:20,0,7,K,67.2,36.0,-6.200000000000003
2025-04-29T17:07:20,0,8,K,67.2,36.1,-6.100000000000001
2025-04-29T17:07:20,1,1,K,67.2,22.3,-19.900000000000002
2025-04-29T17:07:20,1,2,K,67.2,29.1,-13.100000000000001
2025-04-29T17:07:20,1,3,K,67.2,28.4,-13.800000000000004
2025-04-29T17:07:20,1,4,K,67.2,27.4,-14.800000000000004
2025-04-29T17:07:20,1,5,K,67.2,29.0,-13.200000000000003
2025-04-29T17:07:20,1,6,K,67.2,29.4,-12.800000000000004
2025-04-29T17:07:20,1,7,K,67.2,29.6,-12.600000000000001
2025-04-29T17:07:20,1,8,K,67.2,30.1,-12.100000000000001
2025-04-29T17:07:23,0,1,K,66.1,34.9,-6.199999999999996
2025-04-29T17:07:23,0,2,K,66.1,33.8,-7.299999999999997
2025-04-29T17:07:23,0,3,K,66.1,33.4,-7.699999999999996
2025-04-29T17:07:23,0,4,K,66.1,31.8,-9.299999999999994
2025-04-29T17:07:23,0,5,K,66.1,34.7,-6.3999999999999915
2025-04-29T17:07:23,0,6,K,66.1,35.6,-5.499999999999993
2025-04-29T17:07:23,0,7,K,66.1,36.0,-5.099999999999994
2025-04-29T17:07:23,0,8,K,66.1,36.1,-4.999999999999993
2025-04-29T17:07:23,1,1,K,66.1,22.3,-18.799999999999994
2025-04-29T17:07:23,1,2,K,66.1,29.1,-11.999999999999993
2025-04-29T17:07:23,1,3,K,66.1,28.4,-12.699999999999996
2025-04-29T17:07:23,1,4,K,66.1,27.5,-13.599999999999994
2025-04-29T17:07:23,1,5,K,66.1,29.0,-12.099999999999994
2025-04-29T17:07:23,1,6,K,66.1,29.4,-11.699999999999996
2025-04-29T17:07:23,1,7,K,66.1,29.6,-11.499999999999993
2025-04-29T17:07:23,1,8,K,66.1,30.1,-10.999999999999993
2025-04-29T17:07:25,0,1,K,67.2,34.9,-7.300000000000004
2025-04-29T17:07:25,0,2,K,67.2,33.9,-8.300000000000004
2025-04-29T17:07:25,0,3,K,67.2,33.5,-8.700000000000003
2025-04-29T17:07:25,0,4,K,67.2,31.8,-10.400000000000002
2025-04-29T17:07:25,0,5,K,67.2,34.7,-7.5
2025-04-29T17:07:25,0,6,K,67.2,35.6,-6.600000000000001
2025-04-29T17:07:25,0,7,K,67.2,36.0,-6.200000000000003
2025-04-29T17:07:25,0,8,K,67.2,36.1,-6.100000000000001
2025-04-29T17:07:25,1,1,K,67.2,22.3,-19.900000000000002
2025-04-29T17:07:25,1,2,K,67.2,29.1,-13.100000000000001
2025-04-29T17:07:25,1,3,K,67.2,28.4,-13.800000000000004
2025-04-29T17:07:25,1,4,K,67.2,27.5,-14.700000000000003
2025-04-29T17:07:25,1,5,K,67.2,29.0,-13.200000000000003
2025-04-29T17:07:25,1,6,K,67.2,29.4,-12.800000000000004
2025-04-29T17:07:25,1,7,K,67.2,29.6,-12.600000000000001
2025-04-29T17:07:25,1,8,K,67.2,30.1,-12.100000000000001
2025-04-29T17:07:27,0,1,K,67.75,35.0,-7.75
2025-04-29T17:07:27,0,2,K,67.75,33.9,-8.850000000000001
2025-04-29T17:07:27,0,3,K,67.75,33.5,-9.25
2025-04-29T17:07:27,0,4,K,67.75,31.8,-10.95
2025-04-29T17:07:27,0,5,K,67.75,34.7,-8.049999999999997
2025-04-29T17:07:27,0,6,K,67.75,35.6,-7.149999999999999
2025-04-29T17:07:27,0,7,K,67.75,36.0,-6.75
2025-04-29T17:07:27,0,8,K,67.75,36.2,-6.549999999999997
2025-04-29T17:07:27,1,1,K,67.75,22.3,-20.45
2025-04-29T17:07:27,1,2,K,67.75,29.1,-13.649999999999999
2025-04-29T17:07:27,1,3,K,67.75,28.4,-14.350000000000001
2025-04-29T17:07:27,1,4,K,67.75,27.5,-15.25
2025-04-29T17:07:27,1,5,K,67.75,29.0,-13.75
2025-04-29T17:07:27,1,6,K,67.75,29.3,-13.45
2025-04-29T17:07:27,1,7,K,67.75,29.6,-13.149999999999999
2025-04-29T17:07:27,1,8,K,67.75,30.1,-12.649999999999999
2025-04-29T17:07:30,0,1,K,67.2,35.0,-7.200000000000003
2025-04-29T17:07:30,0,2,K,67.2,33.9,-8.300000000000004
2025-04-29T17:07:30,0,3,K,67.2,33.5,-8.700000000000003
2025-04-29T17:07:30,0,4,K,67.2,31.9,-10.300000000000004
2025-04-29T17:07:30,0,5,K,67.2,34.5,-7.700000000000003
2025-04-29T17:07:30,0,6,K,67.2,35.6,-6.600000000000001
2025-04-29T17:07:30,0,7,K,67.2,36.0,-6.200000000000003
2025-04-29T17:07:30,0,8,K,67.2,36.2,-6.0
2025-04-29T17:07:30,1,1,K,67.2,22.3,-19.900000000000002
2025-04-29T17:07:30,1,2,K,67.2,29.1,-13.100000000000001
2025-04-29T17:07:30,1,3,K,67.2,28.4,-13.800000000000004
2025-04-29T17:07:30,1,4,K,67.2,27.5,-14.700000000000003
2025-04-29T17:07:30,1,5,K,67.2,28.9,-13.300000000000004
2025-04-29T17:07:30,1,6,K,67.2,29.3,-12.900000000000002
2025-04-29T17:07:30,1,7,K,67.2,29.6,-12.600000000000001
2025-04-29T17:07:30,1,8,K,67.2,30.1,-12.100000000000001
2025-04-29T17:07:32,0,1,K,66.65,35.1,-6.550000000000004
2025-04-29T17:07:32,0,2,K,66.65,34.0,-7.650000000000006
2025-04-29T17:07:32,0,3,K,66.65,33.5,-8.150000000000006
2025-04-29T17:07:32,0,4,K,66.65,31.9,-9.750000000000007
2025-04-29T17:07:32,0,5,K,66.65,34.5,-7.150000000000006
2025-04-29T17:07:32,0,6,K,66.65,35.6,-6.050000000000004
2025-04-29T17:07:32,0,7,K,66.65,36.0,-5.650000000000006
2025-04-29T17:07:32,0,8,K,66.65,36.1,-5.550000000000004
2025-04-29T17:07:32,1,1,K,66.65,22.3,-19.350000000000005
2025-04-29T17:07:32,1,2,K,66.65,29.1,-12.550000000000004
2025-04-29T17:07:32,1,3,K,66.65,28.4,-13.250000000000007
2025-04-29T17:07:32,1,4,K,66.65,27.4,-14.250000000000007
2025-04-29T17:07:32,1,5,K,66.65,28.9,-12.750000000000007
2025-04-29T17:07:32,1,6,K,66.65,29.3,-12.350000000000005
2025-04-29T17:07:32,1,7,K,66.65,29.6,-12.050000000000004
2025-04-29T17:07:32,1,8,K,66.65,30.1,-11.550000000000004
2025-04-29T17:07:34,0,1,K,67.2,35.1,-7.100000000000001
2025-04-29T17:07:34,0,2,K,67.2,34.0,-8.200000000000003
2025-04-29T17:07:34,0,3,K,67.2,33.5,-8.700000000000003
2025-04-29T17:07:34,0,4,K,67.2,31.9,-10.300000000000004
2025-04-29T17:07:34,0,5,K,67.2,34.6,-7.600000000000001
2025-04-29T17:07:34,0,6,K,67.2,35.6,-6.600000000000001
2025-04-29T17:07:34,0,7,K,67.2,36.0,-6.200000000000003
2025-04-29T17:07:34,0,8,K,67.2,36.2,-6.0
2025-04-29T17:07:34,1,1,K,67.2,22.3,-19.900000000000002
2025-04-29T17:07:34,1,2,K,67.2,29.1,-13.100000000000001
2025-04-29T17:07:34,1,3,K,67.2,28.4,-13.800000000000004
2025-04-29T17:07:34,1,4,K,67.2,27.4,-14.800000000000004
2025-04-29T17:07:34,1,5,K,67.2,28.9,-13.300000000000004
2025-04-29T17:07:34,1,6,K,67.2,29.3,-12.900000000000002
2025-04-29T17:07:34,1,7,K,67.2,29.6,-12.600000000000001
2025-04-29T17:07:34,1,8,K,67.2,30.1,-12.100000000000001
2025-04-29T17:07:37,0,1,K,66.1,35.1,-5.999999999999993
2025-04-29T17:07:37,0,2,K,66.1,34.0,-7.099999999999994
2025-04-29T17:07:37,0,3,K,66.1,33.5,-7.599999999999994
2025-04-29T17:07:37,0,4,K,66.1,32.1,-8.999999999999993
2025-04-29T17:07:37,0,5,K,66.1,34.6,-6.499999999999993
2025-04-29T17:07:37,0,6,K,66.1,35.6,-5.499999999999993
2025-04-29T17:07:37,0,7,K,66.1,36.0,-5.099999999999994
2025-04-29T17:07:37,0,8,K,66.1,36.2,-4.8999999999999915
2025-04-29T17:07:37,1,1,K,66.1,22.3,-18.799999999999994
2025-04-29T17:07:37,1,2,K,66.1,29.1,-11.999999999999993
2025-04-29T17:07:37,1,3,K,66.1,28.4,-12.699999999999996
2025-04-29T17:07:37,1,4,K,66.1,27.5,-13.599999999999994
2025-04-29T17:07:37,1,5,K,66.1,28.9,-12.199999999999996
2025-04-29T17:07:37,1,6,K,66.1,29.3,-11.799999999999994
2025-04-29T17:07:37,1,7,K,66.1,29.6,-11.499999999999993
2025-04-29T17:07:37,1,8,K,66.1,30.1,-10.999999999999993
2025-04-29T17:07:39,0,1,K,67.2,35.1,-7.100000000000001
2025-04-29T17:07:39,0,2,K,67.2,34.0,-8.200000000000003
2025-04-29T17:07:39,0,3,K,67.2,33.6,-8.600000000000001
2025-04-29T17:07:39,0,4,K,67.2,32.1,-10.100000000000001
2025-04-29T17:07:39,0,5,K,67.2,34.6,-7.600000000000001
2025-04-29T17:07:39,0,6,K,67.2,35.6,-6.600000000000001
2025-04-29T17:07:39,0,7,K,67.2,36.0,-6.200000000000003
2025-04-29T17:07:39,0,8,K,67.2,36.2,-6.0
2025-04-29T17:07:39,1,1,K,67.2,22.3,-19.900000000000002
2025-04-29T17:07:39,1,2,K,67.2,29.1,-13.100000000000001
2025-04-29T17:07:39,1,3,K,67.2,28.4,-13.800000000000004
2025-04-29T17:07:39,1,4,K,67.2,27.5,-14.700000000000003
2025-04-29T17:07:39,1,5,K,67.2,28.9,-13.300000000000004
2025-04-29T17:07:39,1,6,K,67.2,29.3,-12.900000000000002
2025-04-29T17:07:39,1,7,K,67.2,29.6,-12.600000000000001
2025-04-29T17:07:39,1,8,K,67.2,30.1,-12.100000000000001
2025-04-29T17:07:42,0,1,K,67.2,35.0,-7.200000000000003
2025-04-29T17:07:42,0,2,K,67.2,34.0,-8.200000000000003
2025-04-29T17:07:42,0,3,K,67.2,33.5,-8.700000000000003
2025-04-29T17:07:42,0,4,K,67.2,32.0,-10.200000000000003
2025-04-29T17:07:42,0,5,K,67.2,34.6,-7.600000000000001
2025-04-29T17:07:42,0,6,K,67.2,35.6,-6.600000000000001
2025-04-29T17:07:42,0,7,K,67.2,36.1,-6.100000000000001
2025-04-29T17:07:42,0,8,K,67.2,36.2,-6.0
2025-04-29T17:07:42,1,1,K,67.2,22.3,-19.900000000000002
2025-04-29T17:07:42,1,2,K,67.2,29.1,-13.100000000000001
2025-04-29T17:07:42,1,3,K,67.2,28.4,-13.800000000000004
2025-04-29T17:07:42,1,4,K,67.2,27.5,-14.700000000000003
2025-04-29T17:07:42,1,5,K,67.2,29.0,-13.200000000000003
2025-04-29T17:07:42,1,6,K,67.2,29.3,-12.900000000000002
2025-04-29T17:07:42,1,7,K,67.2,29.6,-12.600000000000001
2025-04-29T17:07:42,1,8,K,67.2,30.1,-12.100000000000001
2025-04-29T17:07:44,0,1,K,67.2,35.0,-7.200000000000003
2025-04-29T17:07:44,0,2,K,67.2,33.9,-8.300000000000004
2025-04-29T17:07:44,0,3,K,67.2,33.5,-8.700000000000003
2025-04-29T17:07:44,0,4,K,67.2,32.0,-10.200000000000003
2025-04-29T17:07:44,0,5,K,67.2,34.7,-7.5
2025-04-29T17:07:44,0,6,K,67.2,35.6,-6.600000000000001
2025-04-29T17:07:44,0,7,K,67.2,36.1,-6.100000000000001
2025-04-29T17:07:44,0,8,K,67.2,36.2,-6.0
2025-04-29T17:07:44,1,1,K,67.2,22.3,-19.900000000000002
2025-04-29T17:07:44,1,2,K,67.2,29.1,-13.100000000000001
2025-04-29T17:07:44,1,3,K,67.2,28.4,-13.800000000000004
2025-04-29T17:07:44,1,4,K,67.2,27.5,-14.700000000000003
2025-04-29T17:07:44,1,5,K,67.2,29.0,-13.200000000000003
2025-04-29T17:07:44,1,6,K,67.2,29.4,-12.800000000000004
2025-04-29T17:07:44,1,7,K,67.2,29.6,-12.600000000000001
2025-04-29T17:07:44,1,8,K,67.2,30.1,-12.100000000000001
2025-04-29T17:07:46,0,1,K,67.2,35.0,-7.200000000000003
2025-04-29T17:07:46,0,2,K,67.2,33.9,-8.300000000000004
2025-04-29T17:07:46,0,3,K,67.2,33.5,-8.700000000000003
2025-04-29T17:07:46,0,4,K,67.2,31.9,-10.300000000000004
2025-04-29T17:07:46,0,5,K,67.2,34.7,-7.5
2025-04-29T17:07:46,0,6,K,67.2,35.6,-6.600000000000001
2025-04-29T17:07:46,0,7,K,67.2,36.0,-6.200000000000003
2025-04-29T17:07:46,0,8,K,67.2,36.2,-6.0
2025-04-29T17:07:46,1,1,K,67.2,22.3,-19.900000000000002
2025-04-29T17:07:46,1,2,K,67.2,29.1,-13.100000000000001
2025-04-29T17:07:46,1,3,K,67.2,28.4,-13.800000000000004
2025-04-29T17:07:46,1,4,K,67.2,27.4,-14.800000000000004
2025-04-29T17:07:46,1,5,K,67.2,29.0,-13.200000000000003
2025-04-29T17:07:46,1,6,K,67.2,29.4,-12.800000000000004
2025-04-29T17:07:46,1,7,K,67.2,29.7,-12.500000000000004
2025-04-29T17:07:46,1,8,K,67.2,30.1,-12.100000000000001
2025-04-29T17:07:48,0,1,K,67.2,35.0,-7.200000000000003
2025-04-29T17:07:48,0,2,K,67.2,33.9,-8.300000000000004
2025-04-29T17:07:48,0,3,K,67.2,33.5,-8.700000000000003
2025-04-29T17:07:48,0,4,K,67.2,31.9,-10.300000000000004
2025-04-29T17:07:48,0,5,K,67.2,34.7,-7.5
2025-04-29T17:07:48,0,6,K,67.2,35.6,-6.600000000000001
2025-04-29T17:07:48,0,7,K,67.2,36.0,-6.200000000000003
2025-04-29T17:07:48,0,8,K,67.2,36.2,-6.0
2025-04-29T17:07:48,1,1,K,67.2,22.3,-19.900000000000002
2025-04-29T17:07:48,1,2,K,67.2,29.0,-13.200000000000003
2025-04-29T17:07:48,1,3,K,67.2,28.3,-13.900000000000002
2025-04-29T17:07:48,1,4,K,67.2,27.3,-14.900000000000002
2025-04-29T17:07:48,1,5,K,67.2,29.0,-13.200000000000003
2025-04-29T17:07:48,1,6,K,67.2,29.4,-12.800000000000004
2025-04-29T17:07:48,1,7,K,67.2,29.7,-12.500000000000004
2025-04-29T17:07:48,1,8,K,67.2,30.1,-12.100000000000001
2025-04-29T17:07:50,0,1,K,68.3,35.0,-8.299999999999997
2025-04-29T17:07:50,0,2,K,68.3,33.9,-9.399999999999999
2025-04-29T17:07:50,0,3,K,68.3,33.5,-9.799999999999997
2025-04-29T17:07:50,0,4,K,68.3,31.9,-11.399999999999999
2025-04-29T17:07:50,0,5,K,68.3,34.7,-8.599999999999994
2025-04-29T17:07:50,0,6,K,68.3,35.6,-7.699999999999996
2025-04-29T17:07:50,0,7,K,68.3,36.0,-7.299999999999997
2025-04-29T17:07:50,0,8,K,68.3,36.2,-7.099999999999994
2025-04-29T17:07:50,1,1,K,68.3,22.3,-20.999999999999996
2025-04-29T17:07:50,1,2,K,68.3,29.1,-14.199999999999996
2025-04-29T17:07:50,1,3,K,68.3,28.3,-14.999999999999996
2025-04-29T17:07:50,1,4,K,68.3,27.4,-15.899999999999999
2025-04-29T17:07:50,1,5,K,68.3,29.0,-14.299999999999997
2025-04-29T17:07:50,1,6,K,68.3,29.4,-13.899999999999999
2025-04-29T17:07:50,1,7,K,68.3,29.6,-13.699999999999996
2025-04-29T17:07:50,1,8,K,68.3,30.1,-13.199999999999996
2025-04-29T17:07:52,0,1,K,67.75,35.1,-7.649999999999999
2025-04-29T17:07:52,0,2,K,67.75,33.9,-8.850000000000001
2025-04-29T17:07:52,0,3,K,67.75,33.5,-9.25
2025-04-29T17:07:52,0,4,K,67.75,31.9,-10.850000000000001
2025-04-29T17:07:52,0,5,K,67.75,34.7,-8.049999999999997
2025-04-29T17:07:52,0,6,K,67.75,35.6,-7.149999999999999
2025-04-29T17:07:52,0,7,K,67.75,36.1,-6.649999999999999
2025-04-29T17:07:52,0,8,K,67.75,36.2,-6.549999999999997
2025-04-29T17:07:52,1,1,K,67.75,22.3,-20.45
2025-04-29T17:07:52,1,2,K,67.75,29.1,-13.649999999999999
2025-04-29T17:07:52,1,3,K,67.75,28.4,-14.350000000000001
2025-04-29T17:07:52,1,4,K,67.75,27.4,-15.350000000000001
2025-04-29T17:07:52,1,5,K,67.75,29.0,-13.75
2025-04-29T17:07:52,1,6,K,67.75,29.4,-13.350000000000001
2025-04-29T17:07:52,1,7,K,67.75,29.7,-13.05
2025-04-29T17:07:52,1,8,K,67.75,30.1,-12.649999999999999
2025-04-29T17:07:55,0,1,K,67.2,35.0,-7.200000000000003
2025-04-29T17:07:55,0,2,K,67.2,34.0,-8.200000000000003
2025-04-29T17:07:55,0,3,K,67.2,33.5,-8.700000000000003
2025-04-29T17:07:55,0,4,K,67.2,31.8,-10.400000000000002
2025-04-29T17:07:55,0,5,K,67.2,34.7,-7.5
2025-04-29T17:07:55,0,6,K,67.2,35.6,-6.600000000000001
2025-04-29T17:07:55,0,7,K,67.2,36.0,-6.200000000000003
2025-04-29T17:07:55,0,8,K,67.2,36.2,-6.0
2025-04-29T17:07:55,1,1,K,67.2,22.3,-19.900000000000002
2025-04-29T17:07:55,1,2,K,67.2,29.0,-13.200000000000003
2025-04-29T17:07:55,1,3,K,67.2,28.3,-13.900000000000002
2025-04-29T17:07:55,1,4,K,67.2,27.3,-14.900000000000002
2025-04-29T17:07:55,1,5,K,67.2,29.0,-13.200000000000003
2025-04-29T17:07:55,1,6,K,67.2,29.3,-12.900000000000002
2025-04-29T17:07:55,1,7,K,67.2,29.6,-12.600000000000001
2025-04-29T17:07:55,1,8,K,67.2,30.1,-12.100000000000001
2025-04-30T11:51:39,0,1,K,61.7,33.9,-2.8000000000000043
2025-04-30T11:51:39,0,2,K,61.7,32.1,-4.600000000000001
2025-04-30T11:51:39,0,3,K,61.7,31.3,-5.400000000000002
2025-04-30T11:51:39,0,4,K,61.7,29.8,-6.900000000000002
2025-04-30T11:51:39,0,5,K,61.7,32.5,-4.200000000000003
2025-04-30T11:51:39,0,6,K,61.7,32.6,-4.100000000000001
2025-04-30T11:51:39,0,7,K,61.7,32.3,-4.400000000000006
2025-04-30T11:51:39,0,8,K,61.7,32.2,-4.5
2025-04-30T11:51:39,1,1,K,61.7,22.5,-14.200000000000003
2025-04-30T11:51:39,1,2,K,61.7,27.7,-9.000000000000004
2025-04-30T11:51:39,1,3,K,61.7,27.2,-9.500000000000004
2025-04-30T11:51:39,1,4,K,61.7,26.4,-10.300000000000004
2025-04-30T11:51:39,1,5,K,61.7,28.2,-8.500000000000004
2025-04-30T11:51:39,1,6,K,61.7,28.0,-8.700000000000003
2025-04-30T11:51:39,1,7,K,61.7,27.9,-8.800000000000004
2025-04-30T11:51:39,1,8,K,61.7,28.1,-8.600000000000001
2025-04-30T11:51:42,0,1,K,61.7,33.9,-2.8000000000000043
2025-04-30T11:51:42,0,2,K,61.7,32.1,-4.600000000000001
2025-04-30T11:51:42,0,3,K,61.7,31.2,-5.5000000000000036
2025-04-30T11:51:42,0,4,K,61.7,29.8,-6.900000000000002
2025-04-30T11:51:42,0,5,K,61.7,32.5,-4.200000000000003
2025-04-30T11:51:42,0,6,K,61.7,32.6,-4.100000000000001
2025-04-30T11:51:42,0,7,K,61.7,32.4,-4.300000000000004
2025-04-30T11:51:42,0,8,K,61.7,32.3,-4.400000000000006
2025-04-30T11:51:42,1,1,K,61.7,22.4,-14.300000000000004
2025-04-30T11:51:42,1,2,K,61.7,27.6,-9.100000000000001
2025-04-30T11:51:42,1,3,K,61.7,27.2,-9.500000000000004
2025-04-30T11:51:42,1,4,K,61.7,26.4,-10.300000000000004
2025-04-30T11:51:42,1,5,K,61.7,28.2,-8.500000000000004
2025-04-30T11:51:42,1,6,K,61.7,28.1,-8.600000000000001
2025-04-30T11:51:42,1,7,K,61.7,27.9,-8.800000000000004
